"game_id","platform_id","game_title","moby_score","total_moby_score_votes","registered_users_moby_score_votes","moby_rank"
"17,881","27","Poster Paster","null","null","null","null"
"17,882","15","Firestriker","null","null","null","null"
"17,883","3","4-Play Action Pack (Volume 1)","null","null","null","null"
"17,884","3","When Clones Attack!","1.88","2","2","null"
"17,885","6","Digimon Digital Card Battle","3.80","1","1","null"
"17,887","3","Lexicon Word Challenge","3.17","3","3","null"
"17,889","9","Flying Dragon","3.73","3","3","null"
"17,890","7","SEGA AGES 2500 Vol.17: Phantasy Star - Generation:2","4.33","3","3","null"
"17,898","19","Spike in Transilvania","null","null","null","null"
"17,898","24","Spike in Transilvania","3.50","1","1","null"
"17,898","27","Spike in Transilvania","2.75","1","1","null"
"17,898","41","Spike in Transilvania","null","null","null","null"
"17,899","2","Reader Rabbit 3","4.40","1","1","null"
"17,900","2","Sheila Rae the Brave","null","null","null","null"
"17,900","5","Sheila Rae the Brave","null","null","null","null"
"17,900","74","Sheila Rae the Brave","null","null","null","null"
"17,901","2","Reader Rabbit 2","4.17","1","1","null"
"17,901","5","Reader Rabbit 2","4.40","1","1","null"
"17,903","40","Victory Run","3.00","2","2","null"
"17,903","82","Victory Run","4.00","1","1","null"
"17,904","4","Apple Panic","2.44","4","4","null"
"17,904","31","Apple Panic","null","null","null","null"
"17,904","39","Apple Panic","null","null","null","null"
"17,904","43","Apple Panic","2.50","1","1","null"
"17,905","3","Guild Wars","3.78","26","26","90.00"
"17,906","3","Chuzzle Deluxe","4.55","5","5","77.00"
"17,906","63","Chuzzle Deluxe","null","null","null","null"
"17,906","64","Chuzzle Deluxe","null","null","null","null"
"17,906","65","Chuzzle Deluxe","null","null","null","null"
"17,906","66","Chuzzle Deluxe","null","null","null","null"
"17,906","74","Chuzzle Deluxe","null","null","null","null"
"17,906","86","Chuzzle Deluxe","null","null","null","null"
"17,908","2","Astrotit","1.50","2","2","null"
"17,910","19","Big Nose the Caveman","2.40","1","1","null"
"17,910","22","Big Nose the Caveman","3.10","2","2","null"
"17,910","24","Big Nose the Caveman","3.60","1","1","null"
"17,911","15","J.R.R Tolkien's Lord of the Rings - Volume One","2.27","6","6","49.00"
"17,916","1","Theocracy","3.57","2","2","null"
"17,916","3","Theocracy","3.38","3","3","72.00"
"17,917","3","Nemesis of the Roman Empire","4.00","2","2","71.00"
"17,919","22","Bikkuriman World: Gekitou Sei Senshi","null","null","null","null"
"17,920","3","Miniverse Minigolf","1.50","1","1","null"
"17,921","22","Binary Land","2.15","4","4","null"
"17,921","57","Binary Land","0.60","1","1","null"
"17,922","22","Bio Miracle Bokutte Upa","3.33","3","3","null"
"17,922","82","Bio Miracle Bokutte Upa","3.40","1","1","null"
"17,923","2","World Cup Year 94","4.00","1","1","null"
"17,923","19","World Cup Year 94","null","null","null","null"
"17,924","22","Bird Week","null","null","null","null"
"17,925","22","Blue Marlin, The","4.30","2","2","null"
"17,926","3","Jump Start Adventures 4th Grade: Haunted Island","null","null","null","null"
"17,926","5","Jump Start Adventures 4th Grade: Haunted Island","3.57","1","1","null"
"17,926","74","Jump Start Adventures 4th Grade: Haunted Island","null","null","null","null"
"17,927","22","Bubble Bath Babes","3.00","1","1","null"
"17,928","22","Hot Slot","null","null","null","null"
"17,929","22","Mermaids of Atlantis: A Riddle of a Magic Bubble","3.00","1","1","null"
"17,930","22","Peek-A-Boo Poker","2.25","1","1","null"
"17,931","10","Caesar's Palace","null","null","null","null"
"17,931","22","Caesar's Palace","null","null","null","null"
"17,932","41","Bedlam","null","null","null","null"
"17,933","41","Oriental Hero","null","null","null","null"
"17,935","62","Madness & the Minotaur","2.67","2","2","null"
"17,935","79","Madness & the Minotaur","null","null","null","null"
"17,936","27","Ball Crazy","null","null","null","null"
"17,936","41","Ball Crazy","null","null","null","null"
"17,936","60","Ball Crazy","null","null","null","null"
"17,939","6","King Size: TechnoMage + Anstoß Premier Manager","null","null","null","null"
"17,940","6","King Size: Driver 2 + Anstoß Premier Manager","null","null","null","null"
"17,941","6","King Size: Army Men Air Attack 2 + Army Men Omega Soldier","null","null","null","null"
"17,942","6","King Size: UEFA Challenge + Anstoß Premier Manager","null","null","null","null"
"17,943","6","King Size: Army Men Sarge's Heroes 2 + Army Men Lock 'n' Load","null","null","null","null"
"17,944","6","King Size: WarJetz + Army Men Sarge's Heroes 2","null","null","null","null"
"17,948","2","Land, Sea and Air 2!","null","null","null","null"
"17,950","3","Boiling Point: Road to Hell","2.76","16","16","68.00"
"17,952","12","Mr. Driller 2","3.38","2","2","60.00"
"17,954","1","Nexuiz","null","null","null","null"
"17,954","3","Nexuiz","3.90","2","2","72.00"
"17,954","74","Nexuiz","null","null","null","null"
"17,955","3","Manhattan Chase","2.33","2","2","null"
"17,956","3","Alien Tequila","2.00","1","1","null"
"17,957","3","Star Wolves","4.20","5","5","70.00"
"17,958","3","Jump Start Music","null","null","null","null"
"17,958","5","Jump Start Music","3.83","1","1","null"
"17,959","45","Splash Lake","3.87","3","3","null"
"17,961","3","Word Connect","null","null","null","null"
"17,962","3","Word Search Mania","1.50","1","1","null"
"17,963","15","SOS","2.40","3","3","73.00"
"17,964","22","Mr. Gimmick","4.27","9","9","null"
"17,965","3","No Surrender: Battle of the Bulge","null","null","null","67.00"
"17,966","12","Fire Emblem: The Sacred Stones","3.78","13","13","86.00"
"17,969","3","Puzzle Express","null","null","null","null"
"17,970","3","Marine Sharpshooter II: Jungle Warfare","2.81","3","3","44.00"
"17,971","3","Crossword Mania","1.00","1","1","null"
"17,972","12","Adventures of Jimmy Neutron: Boy Genius - Attack of the Twonkies, The","null","null","null","null"
"17,973","12","Woody Woodpecker in Crazy Castle 5","null","null","null","null"
"17,974","31","South Pacific Quest","null","null","null","null"
"17,975","2","Bomb'X","3.00","1","1","null"
"17,975","19","Bomb'X","2.00","1","1","null"
"17,975","24","Bomb'X","1.75","1","1","null"
"17,976","3","Battle for Troy","3.20","1","1","null"
"17,978","3","Cross & Word Games","2.00","2","2","null"
"17,983","3","C64 Classix","4.00","1","1","null"
"17,984","3","Amiga Classix 3","4.00","1","1","null"
"17,984","19","Amiga Classix 3","4.00","1","1","null"
"17,984","74","Amiga Classix 3","4.00","1","1","null"
"17,986","2","Fiendish Freddy's Big Top O' Fun","null","null","null","null"
"17,986","19","Fiendish Freddy's Big Top O' Fun","3.20","1","1","84.00"
"17,986","24","Fiendish Freddy's Big Top O' Fun","3.67","1","1","null"
"17,986","27","Fiendish Freddy's Big Top O' Fun","3.00","1","1","null"
"17,986","41","Fiendish Freddy's Big Top O' Fun","null","null","null","null"
"17,986","60","Fiendish Freddy's Big Top O' Fun","null","null","null","null"
"17,987","3","Jump Start Adventures 5th Grade: Jo Hammet, Kid Detective","3.50","1","1","null"
"17,987","5","Jump Start Adventures 5th Grade: Jo Hammet, Kid Detective","null","null","null","null"
"17,987","74","Jump Start Adventures 5th Grade: Jo Hammet, Kid Detective","null","null","null","null"
"17,988","31","Tarturian, The","null","null","null","null"
"17,989","31","Firebug","null","null","null","null"
"17,993","31","Bolo","2.50","1","1","null"
"17,994","31","Firebird","null","null","null","null"
"17,994","39","Firebird","null","null","null","null"
"17,995","31","Horizon V","3.20","1","1","null"
"17,996","31","Zenith","3.00","1","1","null"
"17,997","12","Advance Guardian Heroes","3.20","4","4","63.00"
"17,999","31","Space Eggs","null","null","null","null"
"17,999","39","Space Eggs","null","null","null","null"
"18,000","12","Star Wars: Episode III - Revenge of the Sith","3.60","4","4","70.00"
"18,000","44","Star Wars: Episode III - Revenge of the Sith","3.47","6","5","70.00"
"18,001","27","Age of Adventure","4.17","1","1","null"
"18,001","31","Age of Adventure","3.33","1","1","null"
"18,001","39","Age of Adventure","4.17","1","1","null"
"18,002","15","Top Gear","4.20","4","4","null"
"18,003","12","It's Mr. Pants","3.80","3","3","75.00"
"18,004","12","Polar Express, The","null","null","null","null"
"18,008","19","Kenny Dalglish Soccer Manager","null","null","null","null"
"18,008","24","Kenny Dalglish Soccer Manager","2.00","1","1","null"
"18,008","27","Kenny Dalglish Soccer Manager","null","null","null","null"
"18,008","39","Kenny Dalglish Soccer Manager","null","null","null","null"
"18,008","41","Kenny Dalglish Soccer Manager","null","null","null","null"
"18,008","60","Kenny Dalglish Soccer Manager","null","null","null","null"
"18,009","2","Jim Henson's Muppet Adventure No. 1: Chaos at the Carnival","0.40","1","1","null"
"18,009","22","Jim Henson's Muppet Adventure No. 1: Chaos at the Carnival","0.40","1","1","null"
"18,009","27","Jim Henson's Muppet Adventure No. 1: Chaos at the Carnival","0.20","1","1","null"
"18,009","31","Jim Henson's Muppet Adventure No. 1: Chaos at the Carnival","null","null","null","null"
"18,011","3","Disciples II: Guardians of the Light","4.00","2","2","78.00"
"18,012","3","Crow: City of Angels, The","2.93","2","2","null"
"18,012","6","Crow: City of Angels, The","2.86","1","1","28.00"
"18,012","23","Crow: City of Angels, The","null","null","null","null"
"18,013","3","Disciples II: Servants of the Dark","4.00","2","2","73.00"
"18,016","3","Onimusha 3: Demon Siege","2.40","6","6","66.00"
"18,016","7","Onimusha 3: Demon Siege","3.65","9","9","87.00"
"18,017","3","MechWarrior 2: The Titanium Trilogy","4.33","3","3","null"
"18,019","3","GTR: FIA GT Racing Game","3.93","3","3","85.00"
"18,021","12","WarioWare Twisted!","4.06","18","18","88.00"
"18,022","19","Mind Games","null","null","null","null"
"18,022","24","Mind Games","null","null","null","null"
"18,023","41","Jason's Gem","2.20","1","1","null"
"18,024","41","Terrahawks","null","null","null","null"
"18,025","44","Daigasso! Band Brothers","4.00","13","12","null"
"18,026","41","Test Match + One Day Cricket","2.33","1","1","null"
"18,026","60","Test Match + One Day Cricket","null","null","null","null"
"18,027","32","Puyo Pop","3.40","4","4","58.00"
"18,028","7","Growlanser Generations","4.17","5","5","78.00"
"18,029","3","Cross Racing Championship 2005","3.26","6","6","74.00"
"18,031","19","Wheels of Fire","null","null","null","null"
"18,031","24","Wheels of Fire","2.00","1","1","null"
"18,031","27","Wheels of Fire","null","null","null","null"
"18,031","41","Wheels of Fire","null","null","null","null"
"18,034","27","Shao Lin's Road","null","null","null","null"
"18,034","41","Shao Lin's Road","null","null","null","null"
"18,034","60","Shao Lin's Road","null","null","null","null"
"18,037","2","Terminal Terror","3.30","2","2","null"
"18,043","44","Pac-Pix","3.06","10","10","69.00"
"18,047","7","Outlaw Golf 2","4.08","2","2","68.00"
"18,047","13","Outlaw Golf 2","null","null","null","75.00"
"18,051","3","Texas Hold'em: High Stakes Poker","2.20","3","3","null"
"18,052","27","Olli & Lissa 3: The Candlelight Adventure","2.00","1","1","null"
"18,052","41","Olli & Lissa 3: The Candlelight Adventure","2.00","1","1","null"
"18,052","60","Olli & Lissa 3: The Candlelight Adventure","2.00","1","1","null"
"18,053","27","Road Runner and Wile E. Coyote","null","null","null","null"
"18,053","41","Road Runner and Wile E. Coyote","null","null","null","null"
"18,053","60","Road Runner and Wile E. Coyote","null","null","null","null"
"18,054","19","Powerplay: The Game of the Gods","null","null","null","null"
"18,054","24","Powerplay: The Game of the Gods","null","null","null","null"
"18,054","27","Powerplay: The Game of the Gods","null","null","null","null"
"18,054","41","Powerplay: The Game of the Gods","null","null","null","null"
"18,054","60","Powerplay: The Game of the Gods","null","null","null","null"
"18,055","27","Wiz","null","null","null","null"
"18,055","41","Wiz","null","null","null","null"
"18,056","27","Doc the Destroyer","null","null","null","null"
"18,056","41","Doc the Destroyer","null","null","null","null"
"18,057","27","Red Hawk","3.00","1","1","null"
"18,057","41","Red Hawk","null","null","null","null"
"18,057","60","Red Hawk","null","null","null","null"
"18,058","45","Last Alert","3.75","2","2","null"
"18,060","6","Maria: Kimitachi ga Umareta Wake","null","null","null","null"
"18,060","23","Maria: Kimitachi ga Umareta Wake","3.92","2","2","null"
"18,061","3","Fiend","3.79","4","4","null"
"18,062","7","King of Fighters 2001, The","null","null","null","null"
"18,062","8","King of Fighters 2001, The","null","null","null","null"
"18,062","36","King of Fighters 2001, The","3.19","6","6","null"
"18,063","3","Flip Words","2.75","1","1","null"
"18,063","74","Flip Words","null","null","null","null"
"18,065","3","Puyo Pop Fever","null","null","null","null"
"18,065","7","Puyo Pop Fever","3.07","2","2","null"
"18,065","8","Puyo Pop Fever","4.14","1","1","null"
"18,065","12","Puyo Pop Fever","4.62","2","2","null"
"18,065","13","Puyo Pop Fever","null","null","null","null"
"18,065","14","Puyo Pop Fever","null","null","null","73.00"
"18,065","44","Puyo Pop Fever","3.68","11","11","74.00"
"18,065","46","Puyo Pop Fever","3.24","6","6","null"
"18,065","65","Puyo Pop Fever","null","null","null","null"
"18,065","69","Puyo Pop Fever","null","null","null","null"
"18,065","74","Puyo Pop Fever","null","null","null","null"
"18,067","7","Devil May Cry 3: Dante's Awakening","4.05","12","12","89.00"
"18,069","3","Area-51","3.62","11","11","71.00"
"18,069","7","Area-51","4.51","5","4","80.00"
"18,069","13","Area-51","1.96","4","4","75.00"
"18,070","13","DOOM³ (Limited Collector's Edition)","3.64","5","5","null"
"18,073","3","Carmen Sandiego Word Detective","2.57","2","2","null"
"18,073","5","Carmen Sandiego Word Detective","2.57","1","1","null"
"18,073","74","Carmen Sandiego Word Detective","null","null","null","null"
"18,074","31","Autobahn","null","null","null","null"
"18,075","13","Blinx 2: Masters of Time and Space","4.00","2","1","71.00"
"18,076","7","Neo Contra","3.55","3","3","72.00"
"18,081","15","Art of Fighting 2","2.57","1","1","null"
"18,081","36","Art of Fighting 2","3.00","1","1","67.00"
"18,081","54","Art of Fighting 2","3.00","1","1","null"
"18,081","82","Art of Fighting 2","null","null","null","null"
"18,086","7","War of the Monsters","3.23","7","7","79.00"
"18,088","7","SVC Chaos: SNK vs. Capcom","3.75","1","1","null"
"18,088","13","SVC Chaos: SNK vs. Capcom","3.42","3","3","59.00"
"18,088","36","SVC Chaos: SNK vs. Capcom","3.13","4","4","null"
"18,090","16","EA Sports Double Header","5.00","1","1","null"
"18,093","27","G.U.T.Z.","null","null","null","null"
"18,093","41","G.U.T.Z.","null","null","null","null"
"18,096","3","Cult II: Federal Crime","3.50","2","2","null"
"18,098","7","King of Fighters 2003, The","null","null","null","null"
"18,098","13","King of Fighters 2003, The","3.86","1","1","null"
"18,098","36","King of Fighters 2003, The","3.45","6","6","null"
"18,099","3","Legion Gold","null","null","null","null"
"18,103","27","Sanxion","3.95","5","5","null"
"18,103","41","Sanxion","null","null","null","null"
"18,108","3","Mob Enforcer","3.14","1","1","null"
"18,108","13","Mob Enforcer","1.43","2","2","39.00"
"18,109","13","Dai senryaku VII: Modern Military Tactics","null","null","null","72.00"
"18,110","3","Worm 2000","null","null","null","null"
"18,122","7","Nightmare of Druaga: Fushigino dungeon, The","2.50","2","2","null"
"18,123","41","Quattro Arcade","null","null","null","null"
"18,127","3","ClueFinders 4th Grade Adventures, The","3.58","2","2","null"
"18,127","74","ClueFinders 4th Grade Adventures, The","null","null","null","null"
"18,133","19","Chubby Gristle","null","null","null","null"
"18,133","24","Chubby Gristle","null","null","null","null"
"18,133","27","Chubby Gristle","null","null","null","null"
"18,133","41","Chubby Gristle","null","null","null","null"
"18,133","57","Chubby Gristle","null","null","null","null"
"18,133","60","Chubby Gristle","null","null","null","null"
"18,134","19","Super Scramble Simulator","null","null","null","null"
"18,134","24","Super Scramble Simulator","null","null","null","null"
"18,134","27","Super Scramble Simulator","null","null","null","null"
"18,134","41","Super Scramble Simulator","null","null","null","null"
"18,134","60","Super Scramble Simulator","null","null","null","null"
"18,137","19","Chuckie Egg II","null","null","null","null"
"18,137","24","Chuckie Egg II","3.00","1","1","null"
"18,137","27","Chuckie Egg II","null","null","null","null"
"18,137","41","Chuckie Egg II","null","null","null","null"
"18,137","60","Chuckie Egg II","null","null","null","null"
"18,142","3","Mega Man X8","3.14","3","3","67.00"
"18,142","7","Mega Man X8","4.10","3","3","69.00"
"18,144","7","Dynasty Warriors 5","3.05","3","3","71.00"
"18,144","13","Dynasty Warriors 5","null","null","null","63.00"
"18,145","7","Syphon Filter: The Omega Strain","4.10","3","3","72.00"
"18,148","22","Superman","1.13","6","6","null"
"18,149","3","Arkanoid 2000","1.25","1","1","null"
"18,150","19","Dizzy Collection","null","null","null","null"
"18,150","24","Dizzy Collection","null","null","null","null"
"18,150","27","Dizzy Collection","4.00","2","2","null"
"18,150","41","Dizzy Collection","null","null","null","null"
"18,150","60","Dizzy Collection","null","null","null","null"
"18,151","44","Kirby: Canvas Curse","3.95","21","21","87.00"
"18,154","2","Boxer Rebellion","3.50","3","3","null"
"18,155","3","AFL Live Premiership Edition","2.40","1","1","null"
"18,155","7","AFL Live Premiership Edition","null","null","null","null"
"18,155","13","AFL Live Premiership Edition","null","null","null","null"
"18,156","3","Star Trek: Starship Creator","2.27","2","2","null"
"18,156","74","Star Trek: Starship Creator","null","null","null","null"
"18,159","3","Reiner Knizia's Samurai","4.17","1","1","null"
"18,166","22","Gargoyle's Quest II: The Demon Darkness","4.20","5","5","null"
"18,169","5","World Empire III","null","null","null","null"
"18,171","3","Singles 2: Triple Trouble","3.00","2","2","67.00"
"18,173","2","Maze Wars","1.50","1","1","null"
"18,175","3","Imperial Glory","4.60","7","7","72.00"
"18,175","74","Imperial Glory","3.90","2","2","null"
"18,183","19","Blasteroids","null","null","null","null"
"18,183","24","Blasteroids","null","null","null","null"
"18,183","27","Blasteroids","null","null","null","null"
"18,183","41","Blasteroids","null","null","null","null"
"18,183","57","Blasteroids","null","null","null","null"
"18,183","60","Blasteroids","null","null","null","null"
"18,184","2","Mindbender","null","null","null","null"
"18,184","19","Mindbender","null","null","null","null"
"18,184","24","Mindbender","3.20","1","1","null"
"18,184","27","Mindbender","null","null","null","null"
"18,185","3","ER","3.05","3","3","63.00"
"18,186","31","Flight Simulator","3.00","1","1","null"
"18,186","58","Flight Simulator","null","null","null","null"
"18,188","3","MVP Baseball 2005","4.10","2","2","87.00"
"18,188","7","MVP Baseball 2005","4.20","4","4","89.00"
"18,188","13","MVP Baseball 2005","2.60","1","1","87.00"
"18,188","14","MVP Baseball 2005","2.00","1","1","88.00"
"18,189","7","Getaway: Black Monday, The","3.63","16","16","62.00"
"18,192","7","Samurai Western","1.86","2","2","62.00"
"18,193","3","World War II: Sniper - Call to Victory","2.64","2","2","null"
"18,194","3","Battlefield 2","4.00","33","33","90.00"
"18,206","28","Dragonstomper","3.20","2","2","null"
"18,207","3","QuadroX-2","3.00","1","1","null"
"18,212","3","Façade","2.88","1","1","null"
"18,212","74","Façade","null","null","null","null"
"18,213","14","Bomberman Jetters","3.44","3","3","73.00"
"18,217","40","Naxat Open","2.75","1","1","null"
"18,218","19","Tiger Road","null","null","null","null"
"18,218","24","Tiger Road","null","null","null","null"
"18,218","27","Tiger Road","null","null","null","null"
"18,218","40","Tiger Road","4.40","2","2","null"
"18,218","41","Tiger Road","null","null","null","null"
"18,218","60","Tiger Road","null","null","null","null"
"18,221","26","Tennis Ace","3.58","2","2","null"
"18,222","3","Gunz: The Duel","3.00","2","2","null"
"18,223","22","Dragon Power","5.00","1","1","null"
"18,224","10","Disney's TaleSpin","null","null","null","null"
"18,224","22","Disney's TaleSpin","null","null","null","null"
"18,225","40","Disney's TaleSpin","null","null","null","null"
"18,232","19","SDI: Strategic Defense Initiative","3.60","1","1","null"
"18,232","24","SDI: Strategic Defense Initiative","null","null","null","null"
"18,232","26","SDI: Strategic Defense Initiative","null","null","null","null"
"18,232","27","SDI: Strategic Defense Initiative","null","null","null","null"
"18,232","41","SDI: Strategic Defense Initiative","null","null","null","69.00"
"18,232","60","SDI: Strategic Defense Initiative","null","null","null","null"
"18,241","2","Thunderchopper","null","null","null","null"
"18,241","27","Thunderchopper","null","null","null","null"
"18,242","7","King Arthur","null","null","null","61.00"
"18,242","13","King Arthur","null","null","null","64.00"
"18,242","14","King Arthur","4.11","3","3","62.00"
"18,244","7","Mega Man X: Command Mission","2.57","1","1","66.00"
"18,244","14","Mega Man X: Command Mission","3.14","2","2","63.00"
"18,246","3","Barbie Sparkling Ice Show","null","null","null","null"
"18,248","3","Knights of the Cross","1.39","3","3","null"
"18,249","3","Ford Racing 3","2.67","3","3","56.00"
"18,249","7","Ford Racing 3","5.00","2","2","null"
"18,249","13","Ford Racing 3","null","null","null","60.00"
"18,250","19","Sonic Boom","null","null","null","null"
"18,250","24","Sonic Boom","null","null","null","null"
"18,250","27","Sonic Boom","null","null","null","null"
"18,250","41","Sonic Boom","null","null","null","null"
"18,250","60","Sonic Boom","2.20","1","1","null"
"18,251","28","Star Voyager","3.50","2","2","null"
"18,252","28","Shootin' Gallery","2.75","1","1","null"
"18,254","15","Saturday Night Slam Masters","4.30","5","5","82.00"
"18,254","16","Saturday Night Slam Masters","3.00","1","1","null"
"18,255","3","Bump Over","null","null","null","null"
"18,256","27","Shockway Rider","null","null","null","null"
"18,256","41","Shockway Rider","3.75","1","1","null"
"18,256","60","Shockway Rider","null","null","null","null"
"18,258","27","Graphic Adventure Creator, The","null","null","null","null"
"18,258","41","Graphic Adventure Creator, The","null","null","null","null"
"18,261","3","Flux","3.78","1","1","null"
"18,265","18","Electrocop","2.00","1","1","null"
"18,266","3","Test Drive: Off-Road 3","3.17","3","3","46.00"
"18,266","6","Test Drive: Off-Road 3","4.50","2","2","null"
"18,267","3","Cossacks II: Napoleonic Wars","2.61","3","3","74.00"
"18,269","3","ECHO: Secrets of the Lost Cavern","3.06","12","12","76.00"
"18,269","66","ECHO: Secrets of the Lost Cavern","null","null","null","null"
"18,269","74","ECHO: Secrets of the Lost Cavern","null","null","null","null"
"18,270","2","Tomahawk","null","null","null","null"
"18,270","27","Tomahawk","null","null","null","null"
"18,270","31","Tomahawk","null","null","null","null"
"18,270","39","Tomahawk","3.25","1","1","null"
"18,270","41","Tomahawk","3.80","1","1","null"
"18,270","60","Tomahawk","null","null","null","null"
"18,277","3","RollerCoaster Tycoon 3: Soaked!","3.13","3","3","77.00"
"18,277","74","RollerCoaster Tycoon 3: Soaked!","null","null","null","null"
"18,281","3","3-D Ultra Deluxe","null","null","null","null"
"18,283","22","Rad Racer II","2.38","2","2","null"
"18,284","3","Iceblox","null","null","null","null"
"18,287","3","BloodRayne 2","3.79","9","9","70.00"
"18,287","7","BloodRayne 2","5.00","2","2","70.00"
"18,287","13","BloodRayne 2","3.43","7","7","74.00"
"18,288","16","Mega Man: Wily Wars","3.58","4","4","null"
"18,291","44","Bomberman","3.72","5","5","77.00"
"18,292","12","Yoshi Topsy-Turvy","3.48","5","5","61.00"
"18,298","16","Davis Cup World Tour","null","null","null","null"
"18,299","53","Sonic The Hedgehog Pocket Adventure","4.43","7","7","90.00"
"18,300","53","Metal Slug 1st Mission","3.90","6","6","null"
"18,302","53","SNK vs. Capcom: Match of the Millennium","4.57","7","7","null"
"18,303","44","Meteos","3.88","25","25","87.00"
"18,306","40","Coryoon: Child of Dragoon","4.20","2","2","null"
"18,307","19","Cybernoid II: The Revenge","null","null","null","null"
"18,307","24","Cybernoid II: The Revenge","4.00","2","2","null"
"18,307","27","Cybernoid II: The Revenge","3.60","1","1","null"
"18,307","41","Cybernoid II: The Revenge","4.00","1","1","null"
"18,307","60","Cybernoid II: The Revenge","null","null","null","null"
"18,312","19","Fire and Brimstone","3.18","2","2","69.00"
"18,312","24","Fire and Brimstone","4.00","1","1","null"
"18,313","2","Call to Arms","3.40","2","2","null"
"18,314","19","Valhalla: Before the War","null","null","null","null"
"18,320","40","Dragon Saber: After Story of Dragon Spirit","3.40","1","1","null"
"18,320","82","Dragon Saber: After Story of Dragon Spirit","null","null","null","null"
"18,321","19","Slayer","null","null","null","null"
"18,321","24","Slayer","3.67","1","1","null"
"18,321","27","Slayer","null","null","null","null"
"18,322","2","5 Pack Limited Edition","4.00","1","1","null"
"18,324","3","Aztec Wars","4.17","1","1","null"
"18,326","16","Fengshen Yingjiezhuan","null","null","null","null"
"18,327","19","Valhalla and the Fortress of Eve","null","null","null","null"
"18,330","15","Pink Goes to Hollywood","2.00","1","1","null"
"18,330","16","Pink Goes to Hollywood","3.17","2","2","null"
"18,331","2","Dream Team","null","null","null","null"
"18,331","19","Dream Team","null","null","null","null"
"18,331","24","Dream Team","null","null","null","null"
"18,331","27","Dream Team","null","null","null","null"
"18,331","41","Dream Team","null","null","null","null"
"18,332","16","Mutant League Hockey","4.71","7","7","71.00"
"18,333","16","Beggar Prince","4.17","5","5","null"
"18,342","3","Atari Collection: Rollenspiele","4.50","2","2","null"
"18,343","19","Round the Bend!","null","null","null","null"
"18,343","24","Round the Bend!","null","null","null","null"
"18,343","27","Round the Bend!","3.20","1","1","null"
"18,343","41","Round the Bend!","null","null","null","null"
"18,344","3","Atari Collection: Brettspiele","3.00","1","1","null"
"18,345","3","Atari Collection: Action","4.00","1","1","null"
"18,346","3","Atari Collection: Strategie","3.00","1","1","null"
"18,348","16","Yase Zhuanshuo","null","null","null","null"
"18,349","16","Shuihuzhuan","3.58","2","2","null"
"18,351","3","Juiced","3.71","6","6","70.00"
"18,351","7","Juiced","4.33","3","3","64.00"
"18,351","13","Juiced","4.00","3","3","71.00"
"18,352","19","Gemini Wing","null","null","null","65.00"
"18,352","24","Gemini Wing","null","null","null","null"
"18,352","27","Gemini Wing","null","null","null","null"
"18,352","41","Gemini Wing","null","null","null","null"
"18,352","57","Gemini Wing","null","null","null","null"
"18,352","60","Gemini Wing","null","null","null","null"
"18,355","41","Blockbusters: Gold Run","3.17","1","1","null"
"18,355","60","Blockbusters: Gold Run","null","null","null","null"
"18,356","22","Mickey Mousecapade","3.30","5","5","null"
"18,357","12","Banjo Pilot","4.43","6","6","68.00"
"18,358","13","Halo 2: Multiplayer Map Pack","1.67","3","3","90.00"
"18,361","27","Kick Off","1.00","1","1","null"
"18,365","3","Supercharged!","null","null","null","null"
"18,368","10","Kirby's Pinball Land","4.08","6","6","83.00"
"18,371","2","Magic Crayon","2.50","2","2","null"
"18,387","41","Throne of Fire","null","null","null","null"
"18,387","60","Throne of Fire","null","null","null","null"
"18,388","3","NARC","0.71","1","1","null"
"18,388","7","NARC","2.48","3","3","55.00"
"18,388","13","NARC","1.14","1","1","46.00"
"18,393","3","Adventure Workshop 4th-6th Grade 5th Edition","4.00","2","2","null"
"18,393","74","Adventure Workshop 4th-6th Grade 5th Edition","3.00","1","1","null"
"18,395","16","Gauntlet IV","4.67","1","1","null"
"18,398","7","Destroy All Humans!","3.76","12","12","74.00"
"18,398","13","Destroy All Humans!","2.65","9","9","75.00"
"18,398","69","Destroy All Humans!","0.00","1","1","null"
"18,401","7","World Tour Soccer 2002","2.00","1","1","79.00"
"18,402","3","Nancy Drew: Secret of the Old Clock","4.03","10","10","76.00"
"18,406","3","Subversion: The Official Incoming Expansion Pack","null","null","null","null"
"18,407","7","Saishuu Heiki Kanojo","null","null","null","null"
"18,408","13","Innocent Tears","null","null","null","null"
"18,409","7","Atelier Iris: Eternal Mana","4.04","4","4","77.00"
"18,410","7","Venus & Braves: Majo to Megami to Horobi no Yogen","3.67","2","2","null"
"18,411","7","Seven: Molmorth no Kiheitai","4.33","1","1","null"
"18,412","7","Fear, The","4.67","2","2","null"
"18,413","6","To Heart","null","null","null","null"
"18,415","19","Strike Force Harrier","null","null","null","null"
"18,415","24","Strike Force Harrier","3.33","1","1","null"
"18,415","27","Strike Force Harrier","null","null","null","null"
"18,415","41","Strike Force Harrier","4.33","1","1","null"
"18,415","57","Strike Force Harrier","null","null","null","null"
"18,415","60","Strike Force Harrier","null","null","null","null"
"18,416","3","Woody Woodpecker Racing","null","null","null","36.00"
"18,416","6","Woody Woodpecker Racing","null","null","null","null"
"18,417","27","Soldier of Fortune","null","null","null","null"
"18,417","41","Soldier of Fortune","null","null","null","null"
"18,418","22","Super Team Games","5.00","1","1","null"
"18,419","3","Super Granny","null","null","null","null"
